Entry,EC number,sequence_sha256
P22319,1.12.1.2,8e033cb25d2e2e5021fabca99ef71f24010713ccea4e6b09a8d81a5c065ad632
P22320,1.12.1.2,061e58852532f729c9eb1516ef88383e7cb5f85449b8743b757dbe98cd2d4a7e
Q8U0Z6,1.12.7.2,e20581968018eaac9a5894042e94b105cabbd5b470d97a1a161647bd73e1f5c8
Q8U0Z8,1.12.7.2,0d1070c0e2ab85dc8ed772b2ab2b78594cbe0dd370ad6d9035c6b6639b6f710c
Q8U0Z7,1.12.7.2,7e19f38adde65c41dfe34181ea162e984f813d79484ee351a8157e7251aae58c
P69741,1.12.99.6,d33944a2933b9c117a31f95a0a1484f06fde4ab54e71a725c460b4c3d42e7195
P42106,1.13.11.24,ecdb3182a257cc3a0f9d76dc6a2727f72783a32a5a5aa5012d6b1442a33ef720
P17296,1.13.11.2,449d7de9a08ef11ea45173b140097204591ec8f398a7289e6d1a0f2e56ef5dff
Q4PNI0,1.13.11.63,a8cd089c7d18a533e3b34c6eb3a9db91fb307594877c97edac9c366c4e6fc0aa
Q01284,1.13.12.16,9d78c2fce433b5c9ce9cb90e52b63e24dc2a2cf8960ad17bfea7eaca1c6dee9a
Q9ZW86,1.14.11.2,8cd573d0dc30d71663aaea261010a5c954ddf81b73eb39b997c51e48e61ed619
Q05183,1.14.12.7,a0770f9b3369c881f0718b8345bf9fa0ee7251becb84d95c0f43895f32406142
Q9RBG4,1.14.12.14,e73c2257ad3b666499add1b56a72b6b8df77df27fd7c9f4e2ac19c3b11bd0c06
Q4P0N0,1.14.13.9,021afe24e71b562ad360878a0dc194a49a1fede93b76390b9d8b3057cf4328bb
Q01551,1.14.13.7,afd6336cdc77c8b05ed65f14a04b0130dec999e584516d0522a85bb5ea14d549
Q9XJ38,1.14.13.122,21f742e00fe6645dd4af345b5f5520e7d52d53c0c5b41c7e1d91318cf1b84a5a
Q5UQI3,1.14.14.154,dce9e54dc2787ffbf28fb8f99156aa4488bb6c786be81918a271f7251fdfdf9f
O31534,1.14.14.18,065a2f3436d0880a86ad6619af65d778a22660d9bf98d09ede35f0a2c65f70d7
P38049,1.14.14.18,d46b71c9176e9e63dabc3f71ccf5d28409ae7b2a06b00fb464b3943b057d2492
A8HQD7,1.14.16.1,a58d79697567d08f88c0a48ce5d1aaa12e6a50edf45fadf1e7e155a15cadb246
A6BM06,1.14.17.4,91a9a1e618a2511ad2bc6098c89ceabd9922dee3dddf16ece7338b9a1986bf26
P25338,1.14.18.12,f54773adeb844773f60e3508db03a476bf7caf1334c6f2f4da5a90740d528afa
O13737,1.14.18.12,4559fb31c545952a7d49480846c1df8f5bb6ac1ca675d4f291cf7c19a5891ab3
Q8J130,1.14.18.1,5ac2874e3eb7892f77c1f6595cec1e32c6a24656854930fd4801a938ed82859a
P21147,1.14.19.1,31b67de0a5fabec9af2611addcd9f732dd21f0325a2c0ca465b5c3c9574e6018
G3F5K2,1.14.99.63,41ce1c1c55b3406e502bb02763ef6bfab0a8a378c163c26fdc105ae2c5534956
Q9KL41,1.14.99.58,ac192a00335eace644b3ebfabcac5110cfa43b89d621d8e4a10d319d75bf7dff
G3XCZ8,1.14.99.58,da59a8073c4defb628fc38c685c62b59618c7131fffb9eb49a47bf7f5bc8ca3e
Q46871,1.16.1.9,01b6e0a2858eead9509b4a39d3a4e94fea6f7b86b83d46097d98e26376094f59
A0A1W7HCY1,1.16.1.10,a9f8bb48c536225c973cf4c61963d2066f84788c2ad3d4225de8d9b31c917bb8
P32791,1.16.1.9,c1ba5e5604c21c20456cdcb7d50087d813284b0368df19131fce7eae8451a7fd
I7HD01,1.16.3.1,2be1462ce9456241aaaa2421ee07e9d854f76c3abe07648af8558bfef543c8a4
Q07540,1.16.3.1,82b454435b345a6b083e1bafae1717b694a0ea8e9702d44ce19d2bb8f40cae42
A0A0F5HNH9,1.16.3.1,06f883e5728e6982121296e93de364a928e313821abbc2d2c4223c512fdf2451
O32144,1.17.1.4,60862726d84f0f83437fc8ff6e901d19268fd76b4e2c241759806d49f48851ed
Q0QLF2,1.17.1.5,067e532c94daafe1333ccdc51c48f2c7f855d388a916cffa245bbfacf275f87a
O32147,1.17.1.4,8f73150f334b0de7fef87403b93669c79b1493646a5d015a535aec68f2903dcd
O67475,1.17.4.1,273d4d361d1be707662f5aaf9c4b4e4112afaffb7f5d553caa7417e02bbcacd6
O55716,1.17.4.1,9d2ebb58f1ae2ae7272fb3305f1be6eef6537b7399f5e1c84ca1c930dd4b0158
Q7T6Y9,1.17.4.1,63ed039f61561c4e750cf3535d6b790aa794760f2597947ee1b1efcf59718b86
Q8RI52,1.17.7.4,8e97d51067de39c2ebe9d15409040adef17d7e895bd518276e87279c3acc4a26
Q8I295,1.17.7.4,ce40abab6255fcc261bfb3018c76ecc02a163a291f973fb7b3bfe907806dadfb
B2S3D9,1.17.7.4,b456c4bce0ffa638416c1ffe46f8f1443262a87113de2de7a904744d2df72176
O24926,1.17.99.6,4c9b23afb28184f7c8d775d84c1cc25d70c3c89776c0f87d3c5deff4c8105720
Q38YM3,1.18.1.2,bccb3a8dda1a2073d650772e8bcd22f40b68428c1336ec842a397f4205d5bc3f
A9FRJ0,1.18.1.2,53ec4ef914c93dc56cc9ea87acf66a4491968887e026f06c8fdaaeb01969788f
Q7NBE9,1.18.1.2,e4be34d1aa4815d50b8739c338ae7e5e14b5f4a532ddd79c59057d8699b17663
Q8L3A9,1.2.1.58,0d099580d1af6329d69a4f6871a7fb56aad96c122e82e6de4152259418bced0b
Q6MEC8,1.2.1.70,19500bfcbae8f74b995f0b7da9f3ba8ee8f300ce1e94f3377f80d1728a2d28a3
B2ULP2,1.2.1.70,ecd62956eb972a359072e6734253cf4e685fd6950fdff120eae3a84f3e88a052
Q69R21,1.2.3.1,61bb32f9438a3c89a3fa87de4f7664d2f8d29b44e743bbd165c1a3ddad2b6ea9
P9WF02,1.2.4.4,5baf7c458352c557158e40cad38e971f61910a2b52a0f091dfe8ac6ed9de126a
Q2RI40,1.2.7.10,8eb6f2cec58eb749466fbd6bd245996b8f0b58f2dffd8c176a86e68b001aca1f
O26801,1.2.7.7,2cbf4c7a5a0a36949126a501aa7005fa945c6675afa83fdc501985f8bd791c04
O53182,1.2.7.3,918953257ca19ec03e56fda87de2f0ca8167d01b67fac045a20d99390eacedd1
F4KU78,1.21.1.1,c38c50014847c14f21fcdd465251e53f90fe72b08129de7afd8413f5969a6368
B9K712,1.21.1.1,f4a20beedf106e8b3a605ec44e71e27cd35e0675998a354bcf35272c74b16982
Q9Z4P6,1.21.4.1,2543f084c7b5c4a7d1d956c97a797ff7b310f38bf5ec13b175faaa278e4625e2
Q9Z4Q7,1.21.4.1,7b47c1c98e3f8792d834886d3b10ed8748b96b503bde908952a52213a1280a9a
O68252,1.21.99.5,34cb4992cb2a9953fee0cf912549206540ad3bf9e3a6fb26bc857b6a3d3cec22
Q6U6H1,1.21.99.4,eb3d0874d02827d9d2cfa93716a62776d1a14efd858fa38aeddadc9394cdeab2
P40526,1.3.1.94,2189eadab8527f593aebeb2e385e54f5dae72e9264fdc1d84c8c0a93f4f8bea4
P42593,1.3.1.34,8aefa9c88fc02660e965e7d1a8ced409083f23b5dc5e8f94f2cb45c895dff29e
O69721,1.3.1.12,1f7566f00873e8f5e5f155ac3e9205552a30b1cd042a77cfff0fbf7f4fed31e0
Q93Z96,1.3.3.3,1fcaf24c963890fd00c7b32c3b7d4752c4c06793da62a9d396476ae1a4522fbe
Q10062,1.3.3.4,44d4b39cf8a64206b92c6b3caa73bacba97ce87201778a9f64b4998574ddb640
P0CZ24,1.3.3.6,3d36784e418a63b4ac86e0c77413cf80630f98fb57a2ab5c6ff02cdfd300332a
Q4QIU7,1.3.5.3,9b2f1115b8baba55232bf0dab13e2aa0064eb174707fd18140ddb0a450220b86
Q08210,1.3.5.2,dbf8965836f2600cb1a56f3806760b255b16d0e960bb4a0ef68ab9c707ed26e4
P08066,1.3.5.1,de7440a9122b1cfd2e821f32b5730a062cf4bcb98de9639fa75c289033620c5b
O87876,1.3.7.8,997dd892d9d49022da7621f9c8b6aae577a1a8c63880b04f40e74f997b92ec45
Q338P6,1.3.7.12,3e950a45b7fcc1006963e536bd1bd517b4a265e2b5290969f472dbf8911506d9
O87877,1.3.7.8,ff6ab8426b16943ed054e41a8c5172f9fdb02abe26df66083326c64ed34e311d
P34275,1.3.8.4,76e7820236fcf0bb52b75d4a78944e56fd7382a474be13cd58a8e84273645651
C8WLE3,1.3.99.33,0004e5f7c8e69548490c89b43598cb211ce2913c0c7f6e0b0ea8c30f82bd9ed8
P72449,1.3.99.39,f25f2bf42891986f6e0153f0ec037f00b3a0c34a0bfc48dede70e203b97cf17e
Q8KFK3,1.3.99.39,8a2a9d48d443282066588909663a50ecbda76ff7220f59142fefc5646845006c
Q9ZPY1,1.4.3.5,9da40d8e46f86d1603e8e79535b54879ae45e97e6e4b0a0ca563812b592897ec
Q6IWZ0,1.4.3.2,7256ce8c722735e743c994d6ddde115f8e59344d78b2e65eacbb8c52cae2e6a6
Q8KHS0,1.4.3.23,3d05f4a27e2634c884ab8e9a64cc91a3cc94a431e5480659ec43182a265a92b1
Q55E34,1.5.1.2,0313e61b6c7d2e16dded4a7dea0393bfa3d4e9333d959f3560a80674a423d9d7
Q04515,1.5.1.3,47d3ce33b8a0b0319f775f9020efe1e83106ef22073439c2ae0fbd90bcdb291f
G2IQS8,1.5.1.54,5271a25b2b7fed3445c02092b05235364e75d9b5d63dbda50b8195146a370671
A0A075BSX9,1.5.3.5,f559454f7a41afe33325e9b9b286e1ce0e6ab68769a6f78890138a3e9104d676
P50264,1.5.3.17,cfa938a2beeb9abc682ddfecacd1e7b666e01bdb37fda032ab03572fd3adaac5
Q93NH4,1.5.3.5,1fdf80aed5f8dd3db40fd9fc39c91ca70eb03d359fa474fd756a56f4ed03741b
Q86H28,1.5.5.2,20f2fd5dc724c698a992cfc835e6651fdb1e6b3d042c03b5b831e59580990c45
P09368,1.5.5.2,e08561da578259fc4785d44aed340f4c17dc0ec4b2622784a1c4c652c85a1422
O74524,1.5.5.2,358fc1dba680a07a42591f3d8d418ff93052816b12b36346d55110d0125a2462
Q4P7Y8,1.6.2.2,4b60656b01867a4b5f154b7f9629d4b545bed14cb268803dc79a9d0a4fcd1562
A0A1D8PT03,1.6.5.2,76d35a990e44777c8fc4092d847608f981a5420f2241163be3a8bdacb2f51bf6
P74312,1.6.5.2,3763db67869c9ddbb74c63e06412313ba57df5318eccc42b2a9e454ed4c6244a
P73735,1.6.5.12,260996082c9c2f2a1e2d43508a0621dbd3b8fdd01f6d44ac4ea11ed05daf84ec
P42436,1.7.1.4,c7d55b69a0a6233ea665043e2472dde3229b7f9c0c0bd068903cfb69f12de272
Q50925,1.7.2.6,8b3f9d2bec7c2fcdded4726cb1dc77851ca51b1878cce7bb82d0d7639be73ac7
L0DSL2,1.7.2.2,39dc32a772662913aa3cf2c6304d1edcec6300fbd65356895ddec7bb5e48b769
Q1Q0T3,1.7.2.7,22a2f52a6d4f1c289ef06b33033214d02c90653bc8290f629131f7803ccc50fd
O33732,1.7.5.1,b1a302ffe70d9cc03443a1166d6b834247baccec898aeb0ce05689e91c93c1bc
Q09878,1.8.1.2,d71d1f38f82e5f564efafaf2fa154cc44cd11a3bfccef69af88012d4f0536b49
P0AGG4,1.8.1.8,2d85985ca438411443c9e84d514040a3eed30ddd9e678687fe36cf05b36bce06
D4APQ6,1.8.1.9,1da3925e0f6582e534f8b6395c680baa008bc639f63850176f657dcd6cd6e80b
D3RVD4,1.8.2.2,9e007945f0bf77488633eeedac208369930524a6f5ffb2f1e8de40f0418dd3c4
Q196W4,1.8.3.2,368c3c37b96950b2f4cc017b5473eb8c097d2add9043bea0473e3bfec01c84fd
Q6GZN7,1.8.3.2,be12998c0b8c7758a2c652130c82af3d680a6a52c20e578fc1550f6f1cf51f74
Q12284,1.8.3.2,97ead629a2b31f813b92340225decfc7f36d448d4756baab8e94754247a9312d
P08761,1.8.4.11,cd9817a80e06fd2c1130209b757792b55599bc3fce25aaf49c4e56e285260a3c
O83641,1.8.4.11,45321845642e9ea571c272ff9b4099bef87b5ef2fbd0ed7ff52956897b6b2502
Q9AJF7,1.8.4.11,8925b6d4795ad2f0a8077b7dd84e81794f5f255aac4c897b615a933a1824b512
P97224,1.8.5.2,5138e2302f87f7cc159aaa8c2edc593e2dd9ddc2e429c103f3d757c33942d25e
Q7ZAG8,1.8.5.4,3772af12768349e012b0c52872bc175d14530c0bebfc4d5ddfc862c833e12107
P97207,1.8.5.2,6a2673c34de69b0fd8257c23f094d5041c346a3257fb3a949664d6d7dcfb14fd
Q8TLB1,1.8.7.3,c85e21d85831858f136085f3e4e0db1788fbc609928fd28304603fae6e1deda8
P45573,1.8.99.5,307122f94055c86fa662e1ac1e78e87d9509d78e2d5d60114e6917e3833de0c8
P80563,1.97.1.2,51693eede0c315cf6469ad543928aa358380cb9b460ac02112812b3e77bc5aed
Q9S1G7,1.97.1.9,f43a6e20b5945044b776f1b978a3bb36958716bf33213028937ce7f59c42907b
P80564,1.97.1.2,13dd8aaca3c8f9d3b8fd532fa4af55f632dbf229c5407de61f84a5abb87bdd0b
P41469,2.1.1.57,6325dc855da7daf91a98642cd3dba284b8e31dcd8b2e5ad60a04fdd4f8664051
Q9UAS6,2.1.1.296,75016d1e6934765f1edb7df92da0b5ed590476e46843490fb018533beb6f271b
Q6MQU0,2.1.1.33,d19be426fb718475e80a244ff824751640f01229c861713d651191ef9ed02f47
P52422,2.1.2.2,0911ea00928a51fe8f050995d927b96fd1f8c11a71bf1be133c5bf1551ef4a13
Q9SKT4,2.1.2.5,ef52cbd43c912b3f8f727c4a5e84e879b538321962940e3c37773b7559c8a5c1
P32785,2.1.2.9,3e6718ee32f41cd29b535ea3a23ad30f19a9ba6f1e71d1fc15afd6c3b57b9bb7
O06927,2.1.3.10,cdac04c88a4e254b1003467734b70193c331024ef22be8576a830a3be1921a0f
P9WJQ7,2.10.1.1,38c46aadf83c604f25c70b5f7c6d43a446853eac9e5f2cdc51f20750f110bef4
Q55368,2.10.1.1,f69e2d589d0f6dc90efc1d4bc5d43b03a8edd4c393d7f0953eff5a047f69de99
O06335,2.2.1.6,60ef46c558712863ce9b3141d5e9bc8b9ecd93cccb64198cceb8e6d87b1f6beb
P9WG39,2.2.1.6,0ddd0d2ea7229a4828d0d34baaa9f4bc2fe50b24d28a23854eb6015dc8bd5635
Q10325,2.3.1.48,7860c645f11a171b5f9ecedd717d86d99a745d4ae5d6765d0b3fc308864e8c72
P08988,2.3.1.81,56f195aa777d6db0ad80778a2b11bff24963ac29b0e7722b8e3135171e3c4770
Q84WV9,2.3.2.5,8054c7df1d499ac2dbf768776b88686fda628ed7e0fbdd13f81ea6b349fe45f6
P16639,2.3.2.8,20f4fb9c39fe66e86a9f1ac6e3163725a1cf2f9a52bbf06922c5fcc5a8c7fdf9
Q55EI0,2.3.2.8,24ce94ed7e6512deff2e803271c34dd2249cf176c46f4ecee78a32fa23de69d1
D4GWR6,2.3.3.10,537a36dfdbe1bee14456b352449fb99455c224f046b959450aba8e7b442e7b92
Q2LTE1,2.3.3.3,11c2c6619fd875e94a49fda5fefbc9e169e8e1c95ddec5bacfe44b8e805c9ce9
Q9FD71,2.3.3.10,cfe8285395ea649decd4af1aa6f7e315d6e4dd13c2c33684692ef09cad374b44
Q9USX0,2.4.1.134,9062dc4151c06a797ac196a5f359d3c5733d7288ba2d5b0141e1a633c9e1e2f8
Q5JDJ7,2.4.1.18,030b371dc748729bfd94cd150c58ef63fd5e75976da544c04d9fe33391e2f229
A6LKE9,2.4.1.14,d138f6e0f61caed872968cd77e6ce78595af018b584df9c6a2173b795ddd2fe8
Q9ZQC6,2.4.2.24,f4a744ce66b0e1780c2554d36e352b018db839c98d441c81c7bc881d35a250ae
Q02166,2.4.2.18,11fe6711fc42cfc279f8f7767494915a488818b376842bd0f82ef9a9ec01058e
Q7N8B1,2.4.2.31,ea8cf288922089f03c173610affa92e8ff5896a748bd6c0c45f9fd35f78389ec
O66663,2.4.99.12,2d65665f798123187b63030470b4afbca11c87c415cc36ac27322fe7f72b73ce
A1XI30,2.5.1.150,9e410b2e3de160e35afc0c615764d88e0016c5be1131f65e86b4e9683532f0f1
Q0WUA3,2.5.1.130,af1084c1a53fff26aa52a55fa70feab4937d920599556211dd292e8a0cff6d35
Q09832,2.5.1.114,e165137800bc4f396a6e5fdfa42bda51edbe3d07fd86a3b66376fe83f799609f
P09053,2.6.1.66,4cde9c77016ce906c7d933df970a5e6b913376477d126fc2c5da791489e7b6d3
Q58428,2.6.1.97,91de9daa94c8f6d740f4652ddef6cde682fed97a855b493bccf8de293391e9b6
O07587,2.6.1.1,43bbe93dd71d0c548259e1c40456e492ec8bb8c75451fdb26add4671ae3de421
Q9TZI1,2.7.1.138,d2c520ffd85fe2de6917fccd240aed38ae79c5bd4602ac0a49b4697361beca59
Q554D8,2.7.1.82,c7cccd77a0b3c0226e02fe729bdeaa3a48751911685bc84cf2a0cdf2f108387d
F5HB62,2.7.1.21,5b820e20dd32e2c05fcacfdd55c24dae8331bcc75bac19080fec413c91707886
D2IYS2,2.7.10.1,160d544026f739115054305dc6d90a01bbd3013524889a32a5978770ff6ddaeb
Q11090,2.7.11.1,db4530dae8877af073e708ca953c026ea18effebb5ca639fa31dfbc389975d92
Q09595,2.7.11.1,f0dd21e038d46f1a55b5c6dae8a9cb6aaca41f7be2938fb8138159fe84914f68
Q9GRT1,2.7.12.2,8181cb3e568e7579f9e1577a8849590bc24716207a9dcc352f91cbc76483eb55
O94235,2.7.12.1,65ae52bf294abb6c40c8e40ca3a4ca800970d3dee9574245c285e6515be2381e
Q0PKV7,2.7.12.2,96d8548a0fa805a0dcd6dfc263d695ae30ba7f826364da68a0e2c07d8bc3599a
O31671,2.7.13.3,e64e7100c40e4b5b271f1818c91c00dc6a5bf3d857afa0e1d3e695fac4ec4a71
O34206,2.7.13.3,9c662eae37582962cf442cb1a6afad06a48333327ae5997972abc9519b3bf0be
P30663,2.7.13.3,b78bef15d8a10128d16f9e7a26491a2e1b46650ac0635de79ac1d588352b256e
Q187N7,2.7.2.1,11ee521f312e91f0905e18082528885ff9c8fbdcfe9b669db6637977a4908a45
A4VFY3,2.7.2.4,c3c95c32323b81a85505c50b0c01768c3339ee2b1f4a579c458632868b899a51
Q6QGP4,2.7.4.13,2a42eb397dde1dd13464ab9bec7a0f3aa032dac3ae98072db8717910baa42e4d
P9WKE1,2.7.4.9,48e7ab04d4a26258389c1742d2cdc846a0959dc7594bb5cebc860739b26ad127
Q8NM65,2.7.4.1,df8fb363fb6be4352ffd85bd4c59bf0b2a8efc14428eff4e4f61ba25748f7402
P35202,2.7.6.2,c85255cc97f64d49259073401c52cd4f4133fb0bf6be47597ed410d28994a4d5
P30636,2.7.6.2,e356294ca4ba9f776ff0de603475836e77446bbf803b4aa93b76d1b75bf00e75
P72736,2.7.6.3,ae3ad4dd9c2d2ad83d0a3ca3eb691a856bb658e3afd7a612500fdd49ebda70f0
Q8V3T6,2.7.7.48,00d312d3b5bb313652c54c736bdfaf1a2097febc1ff44d579434017d0cb02d62
Q8ZTF9,2.7.7.6,b10752c60daae81bf1d3c5dfe893c15d5748a4d0b9df9f185cbff4f1e27dc305
P30314,2.7.7.7,9731400d2e6d7312e4d066a5cc2d582e4b216cb51484699015e9487b06b0ed67
Q95ZE2,2.7.8.8,a8e335a05b2d5600b499ac472e3650f60349e8f09cc936a23c1bc3ba4379c073
Q3IYX7,2.7.8.5,c3354addf7df8ef8c22d54a037daefcc76efe73bd81e23b85d1b7e8a26d39439
Q5HLM5,2.7.8.12,f4e6669e934da344ae051b9389169d1eba33dadc877edf59944210dd6842d919
P23857,2.8.1.1,6bddb45cf4c82ee922a2db21cd7f8d84018982f6550b1ff7f9b5acfb587fe2b8
P91247,2.8.1.1,36509b4f50edbf887333330140f7f2f8d0e59a6a0c5be64ce80c0f097c4484eb
Q56210,2.8.1.12,909179c41e460ad1d5864dde4474e0b3feb6c81f3520358ce9984e86a392290c
Q9U2Z2,2.8.2.1,fe7d463d78d68c3aa72eb01487cc0825573d3a6769857d14052af9d18094cddb
Q09272,2.8.2.5,613aee996eeaec1b8ccc2eac9dcf571cda936078f11da3a50429685381982e64
Q3EDG5,2.8.2.20,32ff04f2a6f4dfb93ed0e1fce709c764a59e3fab938272207ea017182f3dc540
Q9KJF0,2.8.3.15,6053b0ad5f287d3fa60b53e4403a5f2dc0890f8518408e5ce058895d0dc58532
A0QIR4,2.8.4.3,8063da56fcb7d1a21103e3542ef37a551c775c9d198dd656c7e1710eea0271aa
A7J2C6,3.1.1.6,882748825a87f3ad1876c33b7b2ff059d27f7bba9ed674166681bf93b1f10244
P40601,3.1.1.3,760f6af2826ad15302a599c7fee95a3d990b3673ba88722d1dbeabecb5c4c5f9
A0A345BJN2,3.1.1.1,a99334659bffd8b3348b0f7642b9c4d0adbbe8a0c75682e1ab26269254773788
P03697,3.1.11.3,46daea7aa61dfb1b24034c717d78c50da6d0b71278c4c78d1b9c3ce211d136e7
E8PLM2,3.1.11.3,d7286dc82ae5311cd4c36216dfd9347fa29449622b116be5d2a1db7aa01d208e
D4GQN9,3.1.12.1,0aaf03c613a88b284948862f0c43e3477632f954c74af46e4c6938f9fd3de994
Q9YCL9,3.1.12.1,3e74b331345cea2e1ecaa2794e102310deb65018edb147983b35fc3d3c5572bb
Q57822,3.1.12.1,d2fc9d75235df2444d57ecd602c384403897657b5065f0d8194530dd3f386b91
Q6ZUV0,3.1.2.2,60e673698f7471d50f368a7680e9c8c9f517e0326f7b5169bdf8ee499c1b6e29
A0A0H3GEM5,3.1.2.28,0efd39f4da530710c565b9590250da7f3f86cf8e0374e2ecd7e06f7ce6ac5c46
P9WM67,3.1.2.2,d421e40f3a85a4e5bc3292f3f4432cd82de00731de1ca85b1c121410ba531aff
P24546,3.1.21.4,d7ff4c46d2b3db7039d86775ff6fe7f7d22e310d8e4860dc785d1107bab8496d
Q9YAD8,3.1.21.4,5c13aa88da9e4484de1f9e8c8d86fed2c54b21423c8077858742bd71fc978f6a
P04390,3.1.21.4,f8a68406e5fbff01e16801cdf0d992910d7dade9bb67ce826dd74bcde9acc3ea
Q54EP3,3.1.26.5,69e7cbc1e1bde02cbb7c9bca184b2fa86423eda962dfc3920bf15a5aa6f68d9c
Q11188,3.1.26.5,86d09d48ea09266c5d2d1ed1a982ebfc0287fd4f52f3c56065426e39db211885
Q3ZE13,3.1.26.5,3a85703c23d997ae79d46251029f32f38b06274527048b0be54d325195b6163c
Q9T010,3.1.3.16,0b6cf28eb5aafb03b12d4a89f8d13cec69f246e3e007316e0d91b2281f91fe58
Q5I143,3.1.3.48,8695f363c2b8c03e0a760ac19001e6584baee58871cbc3fedee973aac22df07b
Q9LVQ8,3.1.3.16,5bbe9f5b9537018f431825fa3cf6d9b9d920cd3c9cdb2b885ba51569640bf0bb
P37646,3.1.4.52,4805dc3531fac7b68223010594d64331ce4bbfd83f84227a96514afc31baf842
B0G0Y8,3.1.4.35,88750f88296ed37c44054078d076fb59d86adda55af7438868372543e8055fe0
Q52556,3.1.6.21,c6f9a38467d0562f7835e8359fab35f7496634c2444e5c34f9fdc910961516a7
P28607,3.1.6.1,26391ef05d0ba82fad9f0f2786839d526943fecdb4067a58a54030eca4c8f360
P51691,3.1.6.1,09b1799fb23382767721f71773d3f53855214534248126f1c27b53ae83a12942
O06728,3.1.7.6,1f461b987848bddfef80ca3c83e52fb7f6599bea3aa4e35665ca95073f8aedc3
Q7SIG4,3.1.8.2,71ec9b1cef7a859404efada525c1f75b7c39264399c34ad0f94196da32bf4c5b
C0SPA0,3.2.1.41,4bb7f92dc7b57389fda91b2f0cc2527bbd506d6ee83ae20df764ee0af1ced819
B2UNU8,3.2.1.22,9a3e654cfc0c3dc1514f7ee83949c4b30b3b006b6190eeaf69408b8be70742d2
P16218,3.2.1.4,c0ad7a00239194c4ec2118f212fbfab73223044412760237471d80b13f4e9c7c
A0A0H2V8B5,3.2.2.6,f13286e88cd2df7ee944d184f39fca2181f60fef9dc9e66dcf3d90b02a64e3e3
P0DTS9,3.2.2.6,0937762cc63900aaa77e4c38145a965880105cae6a263aaae5f69a8d787d0b95
A0A1V0HUU2,3.2.2.5,14361be58a5152b3bf969c9df5debb83b5f90acf2156dea054fe3df2cae962db
O53388,3.3.2.10,42666da8237b4fddd03051d7554a1a693f2f39f8978594a3f57b471a9aaa8f81
A0A096ZED0,3.3.2.14,021104c9d7181056285710bd3736d1cd483c8dbd4b06dd8f368d9a564b0e44f0
Q5ZU17,3.3.2.2,98ede4d13f79f4a5e5ef3b02a2c2d7ea62c5b9241045c704e6ed734fd63d6f91
Q48677,3.4.11.7,307de1995980a4b7e5a4c50736a7e34b4491ce1fca247ec0180552459650ae4c
P34629,3.4.11.1,e9ab927d9a5269c5dbf8f9620b859980e67ff09a4e2a6c1996dce7139d56cd50
B2KZE7,3.4.13.23,1a390bf5fa4012bed425f476d39647051bccd4465de166bb5806f02995974ecc
O85304,3.4.13.19,6a01fa2ce69bc15bc393e1267282570bc95b2a4d431c7d32a302967cf38e992b
P74268,3.4.13.22,d2fa21958d3bb750708385bcca289c6c7e40ee0aeced00f4a8cca0b464118f12
Q4WGU1,3.4.14.10,5e951dde71d968096b86c6fbbf38974a6c2f2fb483492cf540cb1ee20d5f5649
Q8IIJ9,3.4.14.1,02481a85fd10122553468647f549eef3561afede81f1cb58907ce53cac009d23
