Entry,EC number,sequence_sha256
O01404,1.14.17.3,02acf60340271fc61541da2e16766631b2066cc06b362918a23f187e33a3b7bf
Q9ZUN4,1.14.17.4,1a87dd0615824df57563f33bc5da3187802524608311dab673650b41d8a312fc
Q95XM2,1.14.17.3,baff4e26ed099253629d29161e597439ab875e581b74a004cc8b11df843af37e
Q00024,1.14.18.1,0eb4d122826a840fd183d6f94f79174d318e01c27e4907c6c5b25e2e869b7c15
A7BHQ9,1.14.18.1,85dbd9c17b6e57c64c3dfc7d756d79fb67d41cbebc403996607476b3c1cbb56c
F7J186,1.14.19.21,6deaa5da6a6daa6eedc3765a30c5265873f7f6fcacbdd573901a2889d54377a5
G5EGA5,1.14.19.6,5f48d799407af1c32ab0d894b56fcbb2b3dd0e73dab74c5fc4c2f1391a4af31d
F7J187,1.14.19.21,f908d1e5c6320e76d6f03d1f61adcd72ca8bceb3dccb82a94c44331600a6e32f
A5JZ19,1.14.99.29,a9d477375797d41f4036a039c7bef75b601267e5baece69a096f97b7f5ee3ce5
Q8SV71,1.14.99.29,9eb50401b43898c5b8a30d9fa9c1b280b277a86c62ee9de2749a1eb23db19efb
Q21988,1.14.99.66,343f137043a3e39ed27ab5d61235299a1a69dfc51ec922a05d1cb546904b3fa3
O94727,1.16.1.9,a4e82b5100ba463d931db99e33fc57b85e4c0b0608aa897b3868aefcf0114c12
Q17574,1.16.1.8,71b2cf1d3df6925079e79d9e2db0f02aaf6d7af7a43e2cd56c23513745deb471
P30341,1.16.1.1,ad15e1b8228ea87d57812c710a4b37834ebb984bbcd8a055ce72f8d34eed1231
P25320,1.16.3.1,fd14e0be0d400531d3f6853c22e51d1c05417d502a2c6fde1f9e292fd8577234
Q9ZR07,1.16.3.1,477817d37a7ad4643d6cf9aafd7ef50ba9cfcfec6a305e183eb8f5f86b402ce9
P41822,1.16.3.1,14a774188dd487ba2893ba8bb0cd02f96d51bc4a2a8938a15c4581531f070ca1
Q5NPM9,1.17.1.8,ef77135bb875144ca0aacacd2ffae3deae3d05233a3d8a83435617f072d9c782
Q7UJD7,1.17.1.8,25a54b62d3e2c2dc1fbdff0b07b03235e5012c7499c2a4c0f9d603fe180d4f85
Q3ACY8,1.17.1.8,ac765131a422355116d279dcda0c59176146eea5912bf85c27c5f239fdf72a99
A6Q367,1.17.4.2,cfdcda57f610f1a4210f9dec25e20cb78da6428ac444e7be0194d35e44ca8ab1
D7REY4,1.17.5.2,d672c8be7a8beb1cd7e102147608b9de8e8ef6f4d280ee31b947b6ae711a8802
D7REY3,1.17.5.2,745c059064ede4782299070432252cd33daeeb4c0fa84689affcdb40296d6b7a
Q72S57,1.17.7.4,78fce9cab59c08450b9777df44868cc846d397ae3535c77fe03d9d3d0c2bc19c
O67625,1.17.7.4,5775fc9e283ca437e7797c8a4e5153c8d685b3821d5195a89d855110dea9aed1
Q2GDX3,1.17.7.4,1a33f160b25f1e52416bef0c51eb23de8eb3f1d9aea888fc14428bba65f4fb3f
Q5NP65,1.17.8.1,72e5932b62cb8790b24c1e3a94cab175f2754a870536892a80d086a0d6ea7adc
Q9WZJ0,1.17.99.6,e5ca02dd9b8e51a29108fbd0264a23d1624be05ba8941de4afa4a2330ce9c8a0
F7ZDR3,1.17.99.6,bef5437d90791ddcdce49839a24d33d5762a4642dd687c5ca55ba14e3390af49
Q3Z8V0,1.17.99.6,56fce2f8c3c5b920255dae75ee9447d8e1b709e17f0f12d332f61a7727c1ebab
B1XWQ5,1.18.1.2,f42ad57da24481c15ea85be14a1e566d2d2497a69aff4d397078e4d82bb53bbd
P48360,1.18.1.6,6ac77d2793e2cefb643f8e48c7dffb1fc4fa8736d83686d7e7331701e2051eba
B3QXR3,1.18.1.2,b914a64ca01e9714f6541c96d832362ff11e248b07d62933b88c3e52ead25a06
P51754,1.18.6.1,6387e02264721af28db76eedef47d6ac746bd99043f348d5d7ad6ab7acb160f0
Q9AKT4,1.18.6.1,8a90ba3046e96c729ac82302661628e31924e670c98a0559f0194f1ec24884b9
P20620,1.18.6.1,b1f40d5ed62d2cd4a5fc221d90c6045d3bf51485c9f34c113b0a8ac862c05911
Q0WSF1,1.2.1.3,173424b2c7784c479d5b761ac5b20ea4963792fbdde9a967393cedd836af0f65
Q9Y9J2,1.2.1.70,e6387d13b15c45697590a64a7c9f515ec500d4cdfc481c128ee648aec95237d5
Q8CUN2,1.2.1.38,396c4e7debe15863725b26d694bdcb3c954954db760532e8dc1ff12e4bd5f8f6
A0A2H4HHY6,1.2.3.1,8ace2aea14c4786d95dbe486f479bbcfaa113965c5fd221dc5f470bd1445cfe4
Q54970,1.2.3.3,6f4ff1b17e5aee6e268b0967321944580bcdf8429864f699c908dbbbf0a143e2
P37063,1.2.3.3,848c780f47b676509e9eb8f2c086620a31a94742f39a92ec6b5a22e7342df691
Q8F6S7,1.2.4.2,76625c51309b37223c46cf8cdf7753488db99a69b22be1fd311fd2649fb698cb
Q54JE4,1.2.4.2,a04665f1e01ecdb30da8c94e1faaaaed257e563623d9a575e565b25512d93586
P9WIS3,1.2.4.4,57f24cd02dcd671f3344dcd3a65e34868788c20a79f7b20d0fbbc8b305e882eb
Q56303,1.2.7.5,c70fad178c194d50ac657be295ba3b2a42700575bee3ea13fd5ee4c58f2408cc
O28249,1.2.7.8,fce75a5d74eb6ea0d2487b4040e88fbcdce533b412200f494d954a945437f241
Q9YBX7,1.2.7.11,cb653a61376b23dacde6b60c45941d1ac759f97efef0f738d70f3374de8898e1
Q4J6M3,1.2.99.8,cde8aa1a5b483c0584103dcd5afa6b62939dbdefb0eaff89cc964d790b6ae683
P0DPF0,1.2.99.10,6126c215d005ff402c2eafd18880a7f1bb12007cbecc8bdfbfbded156375f952
Q4J6M6,1.2.99.8,4e2902435daaf202755c8b369cedd930b004c9e0bcc52b0f891d4ddf957613f1
E1JIB2,1.21.1.1,b0fe7b82ca04632a7010113d46c4765d74ae0a362afe997faa9f322fc5505434
Q9K864,1.21.98.1,5a013d432dab5a219bde32e27587013370b7c88734dec0b0b0391922f771d95a
Q9XAP2,1.21.98.1,82e26aa4cc1a0beea0e2b00e54b9c9f46f05ee357e77fa957b42bad3b6e2e795
Q6AJ55,1.3.1.98,e8ebaa072f46cbdfa6bfb0ffd936323f2cd857a9d273ede53eb9d05989481b32
Q9V6U9,1.3.1.104,baa47f6643f1987ee0efd9502eff73dc4f2e7432185f34871248faf6843dcfd6
A5IK84,1.3.1.14,c6d3b90d5480500496e468a526cb1131269437e92cd1c818276dd9ead30e4dd9
Q96329,1.3.3.6,b72c1e25003387b2a0f419b91d84cc7b1daeffea9ab1222ea8ca786b26ca4d2e
P32397,1.3.3.15,e8a14ab8da1d2c0ff6dca371316b65cc44413fec18604b817a08bb0475f728d0
O62140,1.3.3.6,9e3b76b40a8970f47aa541300447194a51ca444e2f207535aa69f8b6762fbb71
B3DX48,1.3.5.2,d25cb59c7f232319325ed0804394aa651ead964484fb5f8317a12d20dac794ef
P08065,1.3.5.1,588dda91976925f78d68cc54c05a5fffb169ae918702983cc8e3d7e24f58dfe9
P32747,1.3.5.2,bf60291b8cdd907d2a63090cb29a6d985698dea2ee82088ed5e0f6ef4a68cf40
Q4KCY6,1.3.8.14,bd977b84781aceedb382a24f89b49bd8046de312bea14e77efd52e2cb668f673
O54143,1.3.8.14,c72081139bdbe247f5161fe70ddd189ae39a5cffbe10d567e18fd6c119d20447
Q5W271,1.3.8.14,3f24592533d6f0267272c3aeffad7e746389c5be6db617cf5de76231b8a3a796
Q9YFI6,1.3.98.1,a9ecbcf0110bd0fd0cd13f47b96200788f3d76d64813bb727610fd00ba59d6ad
Q5BLE8,1.3.99.23,9d9b72d663200e4f95b313c0365f2ed82130b214fd12b6229a76d14c43b2b528
B2GCE0,1.3.99.33,4227c704b1ec5815ad23e3853d9543bdbca6e6e9be12f6d965f38647d6bfecfe
Q06401,1.3.99.4,c63d594c94636bf8f0960ef19be3013d6bd219ed228667353351738349edbe86
Q5L9Q6,1.4.1.16,421378541e7fa0e61056647c87c45ccdff0a6a22cf595c063e9cb82e0bcda9dd
O27054,1.4.1.21,ba76e9b91421bd87cdfb7c5ac17ec9c1c75cded3046a472b85d256555e72d1a4
Q53199,1.4.1.3,f2885b0bfbd048b4e365d0392a10ea9607ce75ceb0527fbb404e32b423a561c7
Q9X8N8,1.4.3.16,1c8b0226176c0fd0c91ff94149117697721b69837d8a18e5405ec978bc4f1fcd
Q9KDJ5,1.4.3.16,1706fc589245a6e461ac910cb44362a1c917841e9f8fc48049d3cc13a786d7cc
Q8XQG4,1.4.3.16,0253606686b50222a903aa98006ac8b429cbcf8f2e62c13ad5aa82ec1571867b
B0R5Y6,1.4.4.2,1d8851163075ceef973e717f45150e14e26b552c7415cfab9c36b52d6ac27d19
Q6MEJ2,1.4.4.2,095f863e120ef23a19a875b55fcfd6820aaeaf2d82a21b6e3e4fbb0f7b2a43f9
B9KZ42,1.4.4.2,c11a57500cf9f05f42a128ce62f44593409e5d94548fd4ab82aa94e937804989
Q5V3R2,1.5.1.3,d52603f1eb4c19c212a3c3dae7c1338c0f04f56ef4d305de8ae4e30c4990b9cb
O06835,1.5.1.36,1978cf91ec94a6247bb00f80582a1a3f52be1be0ae70716173f2ca4b56f504e5
Q6Q271,1.5.1.36,09784558fae55d39d8a7b19ce9f73b85aebad3fa344ed33d0233dbc28612ab59
O43029,1.5.3.7,e3850c95d705cb07d284a5033803ffc2bb10f4918c80dee6de69662ccc079353
Q9SJA7,1.5.3.1,5922e8d657cf46f10931f47cd8ef3973fbe9f838daeee45ced26b83ea2e39fa4
Q18006,1.5.3.1,5f6edb85d4dcd406119887e5e7a87f75d0b440bd5f558dca2c52ec61fc5cf563
Q72IB8,1.5.5.2,c39d46c362cbd340d6b18e6add45c853f735777fa3e001387b556bd3e38a4a8e
Q9RW55,1.5.5.2,989fbbf2fb0448566850a45f7d789847508bf85762909dcfa3d5e993438650e0
O45228,1.5.5.2,2e72c68076e2332a1b16ba77deabec3153f0d2dd8edc31e3db448ec4cd3dab56
Q933N0,1.5.99.14,3e05ff9742e52b5ebabe43bdedfd57f7ec475c625de6f62e97a2b7bf174786e2
Q57661,1.5.99.15,99dc5c74614e9e07474ebd92ffe4abd2d438689015e7f63032b08b08e0d83fea
Q8PVV3,1.5.99.15,f9f18633e5e2121f399edffe7e619f12d5d6de4381e9d4c6de5f4b0f3eac3ff0
P9WHH5,1.6.1.1,8ffd450981d1898e67782ccaeb7ca63010b33b2c2a916ccd6f83c814b4e70cc0
Q12746,1.6.2.2,1ae29ac6064946e9fa32345a01de63ff9ce422dcb08db92f3923a9fc91272fa1
P16603,1.6.2.4,ee9ac1679f924fe0d0968921d6cead34cf6ba9b69aa324428ff5f055bf3a70cd
P36587,1.6.2.4,52c79ca3e88dc5d7afd787fc9837f8e36a101a00d9319053c91ec6b3bdc9f468
Q58065,1.6.3.4,e4d5f9649b6b78fca9032446a7721e0ecda43eb470eab2f7735428544e557355
P37061,1.6.3.4,66de01111f47e1318e3e0e9e46004f9958429a6b63d38ae75c5e0d308ecc7ab5
Q97K92,1.6.3.4,b459af189959ea7ac4e8cfc4594253ab0165f3929f128374d44045f0addf0ad1
Q9RYU4,1.6.5.2,39f61afb745c8df263a082a491ef5158e6ec5d7fac30c06b00b5fcb15fb7859d
O29904,1.6.5.2,a5599745680e32f90ddf1d0a2e7fb7afb5f80cbfc5d56d91d288b3cc67a40e2f
O43090,1.6.5.9,18c180181ef8f4a8683f02586df41848aca29e67d1156d59e5dd0b2562d5f6c1
O94467,1.6.99.1,3bf807ed56b229a81848eb5d42883d722ec801ad202c7704532ac895a90232e5
B8N8Q9,1.6.99.1,7e6f9a6091c5ba4bbac481fbde30d843836ef018aa9c6ccaffad43abf09a0bf0
A7IDY1,1.7.1.17,2103ddcca93e51b00e244b796bbeedce1abcec59cf36351749e430b79643218b
Q4KF31,1.7.1.17,5924fd556d0ad9c88729191ee956bbcc5f81263bcfc95a9c780f3d3f2fcf9231
Q0C3K3,1.7.1.17,36ae093fca6df15f7491069ef36f058d787f8c81c221f9d99008a66f2dfb7dce
Q72EF3,1.7.2.2,393370ed56a6282b557787d844007b19c9730a32c6723e843f6616665dbe29a9
Q54LT2,1.7.3.3,20239eebd4bbd00d3f6874ef06128d1e7c4513d7ec2b5bca0a02994a700e5437
O74409,1.7.3.3,4f860b628ca802b2d5df42ac5a5184360ffc0750c956852c18490da83fa96e05
Q8X1D8,1.7.3.1,f2199cca591bdb8489274b700a69d4ba90c6cd8f4389ac25df1f638f823a07b4
I3R9M9,1.7.5.1,1490123102e8493a8a1715eb31223666800f207f39cc8ee436ed0d019ed2e025
P42177,1.7.5.1,c1480cbefb2abf1df240a7d749721c1440ec6d0428eaec71e9e593acb8be02b7
Q94734,1.7.6.1,cfd16c70982bb350ff77fd80311ecea6dfa91d68bc5e1f21a906eca20026a361
Q6PQK2,1.7.6.1,54590bfa93f8d926a29b03e2c2f7d69e5e0a8ffb6d0e80acfaeca2b4924bfe81
I3R637,1.7.7.1,634646cb31e1536404c02a36e0815b72e916c9cdf0db52ba3275eef7e31a428b
Q19892,1.8.1.9,a03f87468b2fa82c9239bd53113bb36ec6bd0c3804b45df21cbe24ba3fb452f6
Q9PR71,1.8.1.9,9a2345261595677bc037963dc1f8c9a97fc09a8eefd6721bc5e9e132fde3f602
O32214,1.8.1.2,8298360cc1223e5927efde318ffa232be92959dc165af979648c486d5dc14b0e
A4VND8,1.8.2.2,c1fcd45859c2009e525658279d3d86a3fa9af0bccec5db63fc3b7b7256adcac0
D5WYQ5,1.8.2.2,bd52aea2d76a1c4250823ee3453bf9e6566e58514ffd487db6efbaa72f1a8c6f
Q4FQB7,1.8.2.2,54fb89188c708db7e7adbfae4f16ed271494121b3ff286c7080b86fc781a4a9f
P27882,1.8.3.2,cd75cd08c87c1549b6186b8c94c436b4f9de10c62b7907e90bc47d22c2386429
O14144,1.8.3.2,c94d7864ae142fdef619fc251cfe1f1e0c443be0c2884df753210e62dd4467c4
I6Y8I5,1.8.3.7,a68f362c56d1589031f5ca6b8657ba42cf7a119da9105d09183448c4900e33c8
Q2S5G4,1.8.4.10,185b1b030404b97367c55547c7194907f73d785349f06e61326e7f374829f073
P40029,1.8.4.11,8c237b7161c6334f437c94e84e5357d7809dd155272e23c05fcb2b9d95b6ce56
Q98PE5,1.8.4.11,bbabce7062b221755296c2aa22a2a6b567d7396c2481206d2b0a7e7a79c4f9ad
B7JBP8,1.8.5.4,d250840a3522b84ff5ba8c7092e4ce0e10f5a53ba4b8b57587a8a2252631df77
O67931,1.8.5.4,458184e4529d241c4321f6c71fdcbe34cf9fad57e814b17b993b8eaf6863270b
Q8TLB2,1.8.7.3,83c99a880b5d7bd945946bc04631e93e9801f19be666b31a329bc8e9912e0567
Q8TLB0,1.8.7.3,951b79180d29e50f8e36b4e8794061c8f4832480c1c17cec831a11fda909b1ae
O33998,1.8.99.5,bb7768aa8756a57894adf6bff37c9cd7104e3d3b03db993eb59d5addf63684a6
Q59109,1.8.99.5,cf34be40041c61fa110d8acee6e8886b19c618208111f25f3cb620956c81c944
Q67QZ1,1.9.6.1,851750dd8b224bd5ad1b3e6b4d7f7dd22bef55d4ba55a03dd52a89174f8721ff
P81186,1.9.6.1,b50789f00ff1e91a9b022f06a5d9d6c51b085a4efcdf83349bf3fff472249787
P58383,1.97.1.12,6a40a7433daead4bd54c17f7e7ad1357bfe21a206d2980bec9918cb45e08a918
Q9XQV2,1.97.1.12,cb05487798bbbcac606f6af1584de2d612e2bf098aa822ff3d18e318a8f13927
Q6AL30,2.1.1.177,77ee6a8cb1af406b660609a8c43928955cf1d823d692249c2e8c39c13d04266e
B4RSU6,2.1.1.186,92f6a488ced1a30ef5e4d3224b60912214e88459a7f24fbff6b57e20253a8acf
E0VLV0,2.1.1.228,b28f54732c320df22d5ab84336ac8f363c3513520cb607f6d63fe0239d8aa122
Q8RDM3,2.1.2.9,918b3d88a7c6ee6bbbdc133dbf26d49ed0a7d9d66dcac6b70014febb6a1641bd
Q9Y7B6,2.1.2.11,3e16412b59bbd9d4e75932684098d407e12890a334aeb069118ed0faa2480def
Q9UUK7,2.1.2.2,b43271497c94edd1cf5c39501f859e97209de5f005759621f9bf303cf78c206b
P18823,2.1.3.15,557785a8ff7b5802998ececb54ba6810dd8abcb80cfa6e4f21ce65c76d195c3b
C0QVX1,2.1.3.2,d8823e804dabae99398ef338fdf3cc553ee0ebac5cd315e90f47aa5749594665
Q9LD43,2.1.3.15,7f3fcc6f0bd7d89f28d26267c40470eaedcf577a5da13c3193eb3e44766aef86
Q44243,2.10.1.1,f303de58a1fc65bcce91780c38079701f205a0b8e5be1cc28d5b5cf27b29d20f
Q56207,2.10.1.1,08b24f3cb9dd4aad5636d26958d6c5ec8534732b979c84007c351b90a0676417
P9WJQ4,2.10.1.1,9ca6cec0a721cc681d0a0604a5d3a0c0ebe14e19241838a055993bc86ddff0e6
Q4JT09,2.2.1.9,adc078e7ed87e2078394a69ced2e94c33cf912cf62ce3ade3c988daed07e5f14
O53554,2.2.1.6,aefa361c6ca9d4f9d25258893d92cc6d195e65ca714ca84e3623ee560fc92715
Q7VBN8,2.2.1.9,da75899e81360ab2cb712caddef303a853563b7883c413e48b918ff66b83fe98
Q6C7G2,2.3.1.97,ccd18911533a10dcb9f39898a59882842df9720849729d1df77dc59adcad5473
Q5AGV7,2.3.1.225,8bc5155d6a7a4810b4be7ac071a627fda68db16ae3e4c6a6e38d808284fd3687
A9NFF0,2.3.1.180,3a7fcf786b881d9967c6dfd419fe301089278292fa9e8d6c044aa5c72c7a4b14
C0H3X7,2.3.2.3,bff0d4a4e0a419ede095a97d85aa3cc268e062d5d041228814b663355cdef014
P59794,2.3.2.29,eeab3d36942bb56e16dd8686977228644d6bc3e12de1be6909e4fc79d076b149
Q4L2X9,2.3.2.22,de1bf20607e427edccf7fb0ad74adeb822c889cd1f1b8a228bcbc90c9f863e67
D3EBC1,2.3.3.13,ddc70b58c516301c7d82f35bc0030534503fadbaf5e18cfbe6bf24bbfe5c0a99
P24118,2.3.3.16,dc1b179d970aee8ea9454e432b7117476b2d9ca36dd319d2e641f09726a18f5c
Q8F8T4,2.3.3.13,fe37f6006463c29517f821c417cf9adc8a5846f7b8e277df0b420f6162b98241
O82383,2.4.1.91,0c212e07a860b57d004c75a16f14ac82220ca33c686187ef2f5c6610102fd240
A5FUL0,2.4.1.227,2151e08fddc6370d711997986c240746a4eb5bc1b58775fdb4503e3a5adfefdc
Q9VUT6,2.4.1.41,d1f2744cf196781d942cadf96307abd21ebeca2f1b1489f5af3fe5abd5904d48
Q74N90,2.4.2.48,8d8c941f825e314992a526e8cfb8d2ad47a4f79de88c2722369065583b0a4809
Q9RX68,2.4.2.10,984fc22ded439d2b20232fd7f0ce26e59aef30ff947301acb2cb9f57df9338c1
A1RWC3,2.4.2.57,54bebd16a13bf033677000109a25f80ec3ecc0b34436c79151da2249f5c01582
Q6L2Z8,2.4.99.16,5be4e947b1eee41d680b5f39116186cc6032a8ffde1f1a12fa80d9bd35624c83
Q2RTZ1,2.4.99.16,ea30df8e837c0628e9d5eb6500b10c8e9bed02f3379ab9faa290ea698ae2cac1
Q2S498,2.4.99.16,9d1c1eb776b40f75d23cdaccbeb50997caf877e0149a6eec7d4d920324d44c1a
B1L6Z7,2.5.1.42,05d6edd88b2c6790ed5a87960d358ca1421f12b69660660f32b914866eae3bee
O28088,2.5.1.46,21e5b89ee0b066ec68a88bcda3ee0efbfff3c9236cc6e6b01b2bc2d73f600bb1
Q9L091,2.5.1.16,31076666e50b01a2f66c9c406925826d319cde74fd810b4f810ef1cb1ddb902d
Q47XB7,2.6.1.9,eb85b869b65aa26a531dd050feb746a435d0beb18298c3b0f8fbabb1797385c4
E1V7V7,2.6.1.76,2caf9a0561c2f36f5804caf79a4f106de676c7f6464e6e85fd089bea7cf7036c
Q55CQ6,2.6.1.52,b9f85d4fa55079295dc64a4e38ae72652970b20b7d0441178f0fc94ce7044116
B2KEC4,2.6.99.2,746f2ad4f48fe1806981baaea3fafd1f0ec864153603e12b490f90402fa1883e
Q4FLS6,2.6.99.2,ae921557dd1d963fd77b4f09d2b05f6d25bffc377e87c468f14a11143f0105d4
B0SBH6,2.6.99.2,95f462d9f5c9501b590d18e9a3a9926b6527558d2473eb2df48a159d8c0a103f
Q6AJM2,2.7.1.24,148822a4475be39ad80ff5b8c5fe843417528c373a6c930ea984171f1a71d741
A8ZZH7,2.7.1.33,26207303245f2a76604d51b5d47160d54bf9260ed19b273f80c01f10d33a0fda
O27995,2.7.1.36,0e9b99623d75a50717ea2f81736dea5ba830ab9ddc14832e5c604049c1787b6d
Q9C7T7,2.7.10.1,cb5ef6e1aad091a395d1f9e8190b5370bcb08088570a38eddf36d28a52c97bc0
O76997,2.7.10.1,865f7ff786b55ebc80a36dbb166e6a4449fd013ac58d822292df4ea9c64f62ec
Q54MH0,2.7.11.1,147708cbd85d0d626beb745636f5fde4cf5ddae7f92ce284091c1254678043f2
O30245,2.7.11.1,38837f63b43e488b510fd54cf8fcc48fc010697defd1e15a72d74a403da7f943
Q8MYF1,2.7.11.1,5f2c44cabe4de329a26b4844423fe2b570ada83f3bca612ab95fcac33c424ef6
A2CI35,2.7.12.1,f9f261ba520e96fc86d7b0f04ccffe8f55c09dae74f4137d355aad13628c34c4
P08018,2.7.12.2,6efeaa6fceba392e6b9437af398f9a90b00c61877054b3f6aca0601a24a994ac
P10506,2.7.12.2,4a33c7036b05b5f9d2ea5ec02e82884a1a7053b85740c0784896b3629eef0666
